working_id,source_candidate_ids,source_name_variants,name_en_normalized,name_ko_draft,name_ko_status,vendor_body_tags,catalog_status,catalog_reason,equipment,equipment_confidence,body_part_ko,body_confidence,primary_muscles_ko,secondary_muscles_ko,muscle_confidence,recording_type,recording_confidence,source_recording_candidates,semantic_flags,source_media_count,male_source_count,female_source_count,qa_status
gvs_d736f7ea8e8df1ac,gvc_f45652695345,Dynamic Weight Bearing Ankle Dorsi Flexion,Dynamic Weight Bearing Ankle Dorsi Flexion,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_62782dad8013dbc9,gvc_9ef69a8ac364,Easy Pose (hands Behind Interlocked And Bend Forwa,Easy Pose (Hands Behind Interlocked And Bend Forwa,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,duration,,1,0,1,MANUAL_QA_REQUIRED
gvs_c9bcf88ab37e5040,gvc_ad985efa64cb,Elbow Extension,Elbow Extension,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_52e8ba4fcf9a339f,gvc_b67d33c1ee1e,Elbow Extension And Supination Pronation Forearm,Elbow Extension And Supination Pronation Forearm,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,팔,name,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_4413e08468fc7f7e,gvc_472fe9d9e16b,Elbow Flexion,Elbow Flexion,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_d7ace91ea2df40d8,gvc_205c0cfc0992,Elbow Touch And Lift Shoulders,Elbow Touch And Lift Shoulders,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_049e4b2af7373cc4,gvc_c4a5b5c56091,Elbow Up And Down Dynamic Plank,Elbow Up And Down Dynamic Plank,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,코어,name,코어,,name_high,duration,semantic,duration,,2,1,1,MANUAL_QA_REQUIRED
gvs_be71d7cbfa5b4433,gvc_12bc513dcbe4,Elevanted Pike Push Up From Deficit With Parallett,Elevated Pike Push Up From Deficit With Parallett,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,가슴,name,,,unsupported,,review,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_92dbce73b5552adb,gvc_92cc53fd2310,Floor T Raise Hips,Floor T Raise Hips,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_2fab89f3784a3e63,gvc_83e1ee8ff54e,Flutter On A Chair,Flutter On A Chair,,NOT_NEEDED,Hips,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_1186fd2034ce21ee,gvc_fa623fd002a3,Forearm Pronation,Forearm Pronation,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,팔,name,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_f3de39d36ce32323,gvc_4d05c37bb4c0,Forearm Supination,Forearm Supination,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,팔,name,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_cc5d712921a10db1,gvc_fe0614ff7f48,Forward Shoulder Rotation Arm Crossover P,Forward Shoulder Rotation Arm Crossover P,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,어깨,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_2c730686e8c1197c,gvc_0130bcfd904d,Frog Reverse Hyperextension (on A Bench),Frog Reverse Hyperextension (On A Bench),,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_5ff42071fd945a41,gvc_0bc2011de1c9,Front Plank Butt (wrong Right),Front Plank Butt (Wrong Right),,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,코어,name,코어,,name_high,duration,semantic,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_434fb822e02b5c26,gvc_3d9ed9dd26b7;gvc_6cd0f6c8ca79,Front Plank With Arm And Leg Lift (push Up Positio | Front Plank With Arm And Leg Lift (push Up Position),Front Plank With Arm And Leg Lift (Push Up Position),,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,가슴,name,코어,,name_high,,review,duration,BODY_MUSCLE_FAMILY_CONFLICT,2,1,1,MANUAL_QA_REQUIRED
gvs_14bf6cf1999c7679,gvc_07bbf9d5860b,Front Toe Touching,Front Toe Touching,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_c7619cb2d7c604f4,gvc_9e1a61728b86,Full Planche Push Up,Full Planche Push Up,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,가슴,name,,,unsupported,,review,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_10df724e58454d70,gvc_2d3125b8dfda,Glued Heels Leg Extension On A Chair,Glued Heels Leg Extension On A Chair,,NOT_NEEDED,Hips,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,,name_high,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
