working_id,source_candidate_ids,source_name_variants,name_en_normalized,name_ko_draft,name_ko_status,vendor_body_tags,catalog_status,catalog_reason,equipment,equipment_confidence,body_part_ko,body_confidence,primary_muscles_ko,secondary_muscles_ko,muscle_confidence,recording_type,recording_confidence,source_recording_candidates,semantic_flags,source_media_count,male_source_count,female_source_count,qa_status
gvs_e17e93a910d7158d,gvc_4b887800feea;gvc_5ebfc4440405,Dumbbell Single Leg Calf Raise | Dumbbell Single Leg Calf Raise (version 2),Dumbbell Single Leg Calf Raise,덤벨 싱글 레그 카프 레이즈,AUTO_PHRASE_DRAFT,Calves,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,종아리,,name_high,weight_reps,equipment,weight_reps,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_e68fb638fc39273e,gvc_a2581556a9d1,Dumbbell Single Leg Calf Raise Calves V2,Dumbbell Single Leg Calf Raise Calves V2,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,name,종아리,,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_ebd3e28fe4b7d87f,gvc_c3b00c794992,Dumbbell Single Leg Deadlift,Dumbbell Single Leg Deadlift,덤벨 싱글 레그 데드리프트,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,둔근 / 햄스트링,등 / 코어,name_high,weight_reps,equipment,weight_reps,,3,2,1,AUTO_DRAFT_COMPLETE
gvs_f8e7ac1bf107de23,gvc_6e332ee8ea2f,Dumbbell Single Leg Glute Bridge,Dumbbell Single Leg Glute Bridge,덤벨 싱글 레그 글루트 브리지,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,둔근,햄스트링,name_high,weight_reps,equipment,weight_reps,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_5571fd5200668fd8,gvc_ad546e3101b4,Dumbbell Single Leg Hip Thrust,Dumbbell Single Leg Hip Thrust,덤벨 싱글 레그 힙 쓰러스트,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,둔근,햄스트링,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_c5bf400f84366e67,gvc_567214f0b45e,Dumbbell Single Leg Split Squat,Dumbbell Single Leg Split Squat,덤벨 싱글 레그 스플릿 스쿼트,AUTO_PHRASE_DRAFT,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_c5e67ab0bc01809a,gvc_a5c0a4956271,Dumbbell Single Leg Split Squat With Low Box,Dumbbell Single Leg Split Squat With Low Box,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_9221d7278f2df17f,gvc_40c73594932d,Dumbbell Single Leg Split Squat With The Ring,Dumbbell Single Leg Split Squat With The Ring,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_89b0bf1738625137,gvc_13a3e3a8ebed;gvc_66f8e5a0e7ee,Dumbbell Single Leg Squat | Dumbbell Single Leg Squat (version 2),Dumbbell Single Leg Squat,덤벨 싱글 레그 스쿼트,AUTO_PHRASE_DRAFT,Hips;Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,3,1,2,AUTO_DRAFT_COMPLETE
gvs_4c4b71b3906ba873,gvc_8e992945c124,Dumbbell Single Leg Squat With Support (pistol),Dumbbell Single Leg Squat With Support (Pistol),,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_0049e00ebaaf7c30,gvc_3482fa52d38f,Dumbbell Single Leg Standing Shoulder Press,Dumbbell Single Leg Standing Shoulder Press,덤벨 싱글 레그 스탠딩 숄더 프레스,AUTO_PHRASE_DRAFT,,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,name,삼각근,삼두근,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_9ded435c6a4b191e,gvc_5f32e5cacc3a,Dumbbell Single Leg Step Up,Dumbbell Single Leg Step Up,덤벨 싱글 레그 스텝업,AUTO_PHRASE_DRAFT,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_4a286a428c4ef2e0,gvc_58aeae36a3ac,Dumbbell Single Power Clean,Dumbbell Single Power Clean,,MANUAL,Weightlifting,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,,unknown,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_13ca07310fd5bc99,gvc_abc59f12c35e,Dumbbell Single Power Clean And Jerk,Dumbbell Single Power Clean And Jerk,,MANUAL,Weightlifting,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,,unknown,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_57254adbaa6193b3,gvc_cf93d5ca5990,Dumbbell Single Stiff Leg Deadlift,Dumbbell Single Stiff Leg Deadlift,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,둔근 / 햄스트링,코어,name_high,weight_reps,equipment,weight_reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_c12983f1c5c83029,gvc_2d88ba45a1a4,Dumbbell Sit Up To Press,Dumbbell Sit Up To Press,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,코어,source,복직근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_f460ff37fb1e9f57,gvc_cb080073cd83,Dumbbell Spin,Dumbbell Spin,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,코어,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_39f4a99dca0aa53d,gvc_78f046f0d71f,Dumbbell Split Squat,Dumbbell Split Squat,덤벨 스플릿 스쿼트,AUTO_PHRASE_DRAFT,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_d124c856b5ef6908,gvc_0571ce517fc9,Dumbbell Split Squat Front Foot Elevanted,Dumbbell Split Squat Front Foot Elevated,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_cb1107b3be5c12c3,gvc_39d1a9e584d2,Dumbbell Split Stance Bent Over Row,Dumbbell Split Stance Bent Over Row,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,등,source,등 상부 / 광배근,이두근,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_9d9486700db04542,gvc_e7b684b3d0f9,Dumbbell Split Stance Biceps Curl,Dumbbell Split Stance Biceps Curl,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,이두근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_ea819f18199afd56,gvc_5077e0130347,Dumbbell Split Stance Sigle Arm Overhead Press (ma,Dumbbell Split Stance Sigle Arm Overhead Press,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,name,삼각근,삼두근,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_29d35157f2386ec7,gvc_78f85cbb5f63,Dumbbell Squat,Dumbbell Squat,덤벨 스쿼트,AUTO_PHRASE_DRAFT,Hips;Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,4,3,1,AUTO_DRAFT_COMPLETE
gvs_181036df2278ff07,gvc_08d7c3b1ec0e,Dumbbell Squat Lunges Jump Complex,Dumbbell Squat Lunges Jump Complex,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_3ac8e71e02eb3590,gvc_f263eaccb21b,Dumbbell Squat To Overhead Press,Dumbbell Squat To Overhead Press,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_55a1c5cf377805cf,gvc_865534fddd79,Dumbbell Squeeze Bench Press,Dumbbell Squeeze Bench Press,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,가슴,source,대흉근,삼두근 / 전면 삼각근,name_high,weight_reps,equipment,weight_reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_d6288ee10a170d85,gvc_f5b74609560e,Dumbbell Squeeze Press On Floor,Dumbbell Squeeze Press On Floor,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,가슴,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_0628d7866d0ac728,gvc_17848bf9201d,Dumbbell Srtict Curl,Dumbbell Srtict Curl,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_1c450a2645e4afc0,gvc_19d9e8ab6c22,Dumbbell Staggered Stance Romanian Deadlift (femal,Dumbbell Staggered Stance Romanian Deadlift,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,name,둔근 / 햄스트링,코어,name_high,weight_reps,equipment,weight_reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_c1acfb57697069ff,gvc_9d3c7923889d,Dumbbell Standing Alternate Overhead Press,Dumbbell Standing Alternate Overhead Press,덤벨 스탠딩 얼터네이트 오버헤드 프레스,AUTO_PHRASE_DRAFT,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,삼각근,삼두근,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_7bf60fdfe83d29b7,gvc_656d00c061e3,Dumbbell Standing Alternate Raise,Dumbbell Standing Alternate Raise,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_a151c1194b37ba11,gvc_9dad360f8714,Dumbbell Standing Alternate Reverse Curl,Dumbbell Standing Alternate Reverse Curl,덤벨 스탠딩 얼터네이트 리버스 컬,AUTO_PHRASE_DRAFT,Forearms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_658d9580c74122be,gvc_46ae36d5faf5,Dumbbell Standing Alternate Vertical Front Raises,Dumbbell Standing Alternate Vertical Front Raises,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,,unknown,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_ee74d4a112a5a71d,gvc_4accf809a8e5,Dumbbell Standing Arms Rotate,Dumbbell Standing Arms Rotate,,MANUAL,Forearms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_00b5e89a7c7744ec,gvc_4f0e26470c76,Dumbbell Standing Arnold Press,Dumbbell Standing Arnold Press,덤벨 스탠딩 아놀드 프레스,AUTO_PHRASE_DRAFT,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_c127f63f7bb9da37,gvc_3914e2d622a4,Dumbbell Standing Around World,Dumbbell Standing Around World,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_215523d1523c7dd5,gvc_2f7594a0ede9,Dumbbell Standing Back Wrist Curl,Dumbbell Standing Back Wrist Curl,,MANUAL,Forearms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_9ad3e5f385a285eb,gvc_4c1f2f204d43,Dumbbell Standing Behind Back Shoulders Press,Dumbbell Standing Behind Back Shoulders Press,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_54c026b6fb54ef4c,gvc_b8398ece7dc3,Dumbbell Standing Bent Arm Lateral Raise,Dumbbell Standing Bent Arm Lateral Raise,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,측면 삼각근,,name_high,weight_reps,equipment,weight_reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_17e1d2d175279f29,gvc_b58eac002953,Dumbbell Standing Biceps Curl,Dumbbell Standing Biceps Curl,덤벨 스탠딩 바이셉 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,이두근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_cb6f662011799dd6,gvc_6a7a63870818,Dumbbell Standing Calf Raise,Dumbbell Standing Calf Raise,덤벨 스탠딩 카프 레이즈,AUTO_PHRASE_DRAFT,Calves,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,하체,source,종아리,,name_high,weight_reps,equipment,weight_reps,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_b1e4ab70c81c3b86,gvc_db3a63377833,Dumbbell Standing Close Grip Shoulder Press,Dumbbell Standing Close Grip Shoulder Press,덤벨 스탠딩 클로즈 그립 숄더 프레스,AUTO_PHRASE_DRAFT,,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,name,삼각근,삼두근,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_e417bbb725625d1f,gvc_dd4915c3f3dc,Dumbbell Standing Concentration Curl,Dumbbell Standing Concentration Curl,덤벨 스탠딩 컨센트레이션 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,이두근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_41abd9206abfedbe,gvc_c3585cd51243,Dumbbell Standing Drag Curl (version 2),Dumbbell Standing Drag Curl,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_98f75272203bfb10,gvc_8a0f81136916,Dumbbell Standing Driver,Dumbbell Standing Driver,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_b6e436ff02760a97,gvc_18fa6642a86d,Dumbbell Standing French Press,Dumbbell Standing French Press,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_2e61543caceb1ede,gvc_bdb38b563494,Dumbbell Standing Front And Lateral Raise,Dumbbell Standing Front And Lateral Raise,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,측면 삼각근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_aa6fc8453aea0db1,gvc_7d022fde8f49,Dumbbell Standing Front Raise Above Head,Dumbbell Standing Front Raise Above Head,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,전면 삼각근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_0716485b98b01dcb,gvc_d819ba947ca4,Dumbbell Standing Front To Lateral Raise,Dumbbell Standing Front To Lateral Raise,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,측면 삼각근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_f9152a72a5a47550,gvc_711b230d41c8,Dumbbell Standing Hammer Curl,Dumbbell Standing Hammer Curl,덤벨 스탠딩 해머 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,이두근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_15a580fedd719c1c,gvc_93c840a04198,Dumbbell Standing Hammer Curl To Press,Dumbbell Standing Hammer Curl To Press,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,이두근,,name_high,weight_reps,equipment,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT,1,1,0,MANUAL_QA_REQUIRED
gvs_780d8f9b9a4bab5b,gvc_14aacb8bb67f,Dumbbell Standing Hands Torsion,Dumbbell Standing Hands Torsion,,MANUAL,Forearms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_f7fdb39f88a44247,gvc_a71ff5f652c9,Dumbbell Standing Hip Hugger,Dumbbell Standing Hip Hugger,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_338c06dfecfe2987,gvc_682333db0c6a;gvc_789d6bfb4e27;gvc_db35b6f930bf,Dumbbell Standing Inner Biceps Curl (version 2) (f | Dumbbell Standing Inner Biceps Curl | Dumbbell Standing Inner Biceps Curl (version 2),Dumbbell Standing Inner Biceps Curl,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,이두근,,name_high,weight_reps,equipment,weight_reps,,3,2,1,MANUAL_QA_REQUIRED
gvs_278dcbd3ed650ffb,gvc_3b0c020fa866,Dumbbell Standing Kickback,Dumbbell Standing Kickback,덤벨 스탠딩 킥백,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_cde2732157d53bad,gvc_aecf5f9cf111,Dumbbell Standing Lateral Raise,Dumbbell Standing Lateral Raise,덤벨 스탠딩 레터럴 레이즈,AUTO_PHRASE_DRAFT,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,측면 삼각근,,name_high,weight_reps,equipment,weight_reps,,1,0,1,AUTO_DRAFT_COMPLETE
gvs_ad90d6ad86eae875,gvc_b5cb525d5084,Dumbbell Standing Overhead Press,Dumbbell Standing Overhead Press,덤벨 스탠딩 오버헤드 프레스,AUTO_PHRASE_DRAFT,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,삼각근,삼두근,name_high,weight_reps,equipment,weight_reps,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_9c110bffd6c5c3f7,gvc_5d3d650e04fe,Dumbbell Standing Palms In Press,Dumbbell Standing Palms In Press,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,,,unsupported,weight_reps,equipment,weight_reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_c53d7c4c5568ddee,gvc_8b9a8f790268,Dumbbell Standing Preacher Curl,Dumbbell Standing Preacher Curl,덤벨 스탠딩 프리처 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,이두근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_2806271a88d7c8e0,gvc_4a5f72b27cde,Dumbbell Standing Prone Lateral Raise,Dumbbell Standing Prone Lateral Raise,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,측면 삼각근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_77a38bb98407e2a9,gvc_7bb6d02b96f5,Dumbbell Standing Prone Y Raise,Dumbbell Standing Prone Y Raise,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_cc43eca494fb51b2,gvc_bea19d337803,Dumbbell Standing Reverse Butterfly,Dumbbell Standing Reverse Butterfly,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,어깨,source,,,unsupported,weight_reps,equipment,weight_reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_a900c3c8b913955a,gvc_e3902ac144ee,Dumbbell Standing Reverse Curl,Dumbbell Standing Reverse Curl,덤벨 스탠딩 리버스 컬,AUTO_PHRASE_DRAFT,Forearms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_e41cf5d744ba1017,gvc_86c4e848b931,Dumbbell Standing Reverse Curl Rotate,Dumbbell Standing Reverse Curl Rotate,,MANUAL,Forearms,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,팔,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_3359069f8a20d73f,gvc_f33d1ff8dfe1,Dumbbell Standing Scapular External Rotation,Dumbbell Standing Scapular External Rotation,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,등,source,,,unsupported,weight_reps,equipment,weight_reps,,6,3,3,MANUAL_QA_REQUIRED
